reviewerName,stars,reviewLink,reviewMeta,body
Dr. Rob,5.0,https://www.amazon.com//gp/customer-reviews/REP8680C0MKBK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 22 2024,"My purpose for noise-cancelling headphones is to be able to sleep on my frequent airplane flights with my eye mask on, without having devices that insert into my ears, as my Airpods or earplugs do not stay in my unusually narrow, curved air canals. I also use the headphones at home to listen to books and occasionally music. I have considerable high-frequency hearing loss so I can't comment on the finer details of audio qualities. For me, the audio quality is excellent. Also, my only other experience with headphones are all from Bose. My latest is a 4 year old set of Bose noise-cancelling headphones and they were great, but the inner parts of the foam cushion is degrading rapidly. I have to say that these Sony headphones feel very light and comfortable, a sensation I much prefer over my older Bose headphones. But I'd tip my hat to my Bose for sound quality over the Sony, but again, I have high-frequency hearing loss."
aran,3.0,https://www.amazon.com//gp/customer-reviews/R23LH1LCLFZ4U6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 15 2024,"I much preferred the design of the XM4 and XM3 -- especially the XM3, the top band was squishier and much, much, more comfortable than either model that came after. On this latest model, the XM5, they removed the hinges on the frame that made previous models collapsible, making it much less portable and annoying to travel with as the travel case and overall footprint is noticeably larger."
Madi Miller,3.0,https://www.amazon.com//gp/customer-reviews/R2SJBA1E79UVWM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 5 2024,"These were really good headphones and they were light weight. However, I am an iPhone user and I don’t know if it’s different for androids but you have to download multiple apps on your phone for some of the features they advertise. One example is the special awareness. They show this feature in the ad for the headphones but you have to download additional apps and make accounts. These apps then sent me a tone of marketing emails and it was a real hassle.
Above all that I couldn’t do many functions on my phone like having it, read my messages, talking to Siri, using voice control to make phone calls or for anything really. Again this may just be how they work with an iPhone but it was not the most user friendly if you were only using it to listen to media from your phone."
Amazon Customer,5.0,https://www.amazon.com//gp/customer-reviews/R1QF17KKUBZX7M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 4 2024,"These headphones really live up to their hype. Very lightweight and full of rich,deep sounds. The noise cancelling is as close to perfect as any headphones I have ever tried, including the Airpods Max from Apple. However, the Sony XM5s give you more control in shaping your sound and you can wear them a lot longer due to their lighter weight.
I just got them for 50% off of the original price which made even easier to purchase. Thank you Amazon."
Stuck,5.0,https://www.amazon.com//gp/customer-reviews/R11VFKHMH28WXO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 2 2024,"I bought these primarily because I fly a lot. I had a pair of Active Noise Cancelling earbuds that plugged in that were really old Sony headphones. When I fly a lot, I like to have the ability to plug them in so I don't easily run out of battery.

These headphones allow me the flexibility to use my AirFly (bluetooth transmitter) or use a cord when I want. They sound fantastic and cut out all the plane noise. They work great in the office too. I highly recommend these headphones!"
Jason Z.,2.0,https://www.amazon.com//gp/customer-reviews/R3QCKISBQNJB7V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 27 2024,"Good Noise Cancellation,
OK sound Quality,
Bad volume control,
Poor software support for iOS & MacOS,

There is Noise after couple months of use."
T.J. Turgeon,5.0,https://www.amazon.com//gp/customer-reviews/R1KRP5HICTF16P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 23 2024,I bought a pair of noise reduction headphones years ago to reduce noise while I worked in a noisy environment. These headphones are much much better. When the noise reduction is active I hear almost nothing. I only hear the audio that is streaming via Bluetooth. The audio is clear with good bass.
Jamie,5.0,https://www.amazon.com//gp/customer-reviews/RAJNE8EBYJVIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 23 2024,"I had high expectations for these headphones when i ordered them since people were saying they were the best. Keep in mind that i have never called somebody with these on so i can’t tell you about phone call performance. I have had these headphones for 3 or almost 3 months. they have preformed EXCELLENT, 10/10 ANC, sound quality is very great. These are terrible if you wanna use them for gaming too so don’t use them as a gaming headset. These are EXCELLENT if your only going to listen to music with these headphones on!. Overall 10/10 for music."
Vinny9151,4.0,https://www.amazon.com//gp/customer-reviews/R16NN9RX85ZWB2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 19 2024,"Bought these to replace my aging Vmoda Crossfade II. Read a ton of reviews and decided to go for it. Out of the box, they sounded ok, but really came alive after messing around with EQ - using the Sony Connect app and/or a 3rd party EQ I've had for years. Very comfortable phones. Good sound imaging , great separation. Bass is punchy and tight after EQ changes; mids are fine and top end is pretty crisp and clear. There is a world of difference in sound between using my S22 Ultra and MacBook. Mac sound is pretty muddy and lacks presence. Using LiveOne on the S22 is 500% better; very clean and clear sonic attack. The Sony app is fine; lots (maybe too many) things to look at and think about. The thing I really don't like is how they feel when I handle them - very plastically - and honestly - kind of cheap feeling. Ear cup cover material seems low grade and a bit thin. And those ear cups - yucky feeling plastic. I would expect a better build quality (more solid feeling materials). Maybe the decision to go with plastic was a cost of design issue, in order tokeepp the price down and remain competitive. However, a product which sounds as good as these deserve better materials. Not sure if I'll keep them - need a few more days to make that decision. Bottom line: you gotta be your own judge, decide what trade offs you are willing to make to get the features you want and the that matter most. Also bought Boweres and Wilkins PX7 2Se. Will body them after trials.

Update: I will be returning the Sony headphones. Although my comment about the plastic earcups still applies, I believe they would hold up as long as one was careful with them. Maybe the feel of the product is not important to you, but design and appearance count for me. Again the sound and features of the Sony is great."
Ryan,5.0,https://www.amazon.com//gp/customer-reviews/RD1KBOOEZR986/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 17 2024,"I've had these headphones (which I bought refurbished off Amazon) for almost a year now and they're nothing short of phenomenal! Sony is really good at maintaining the application tied to the headphone user and the fact that I've recieved a number of helpful updates since buying these headphones has been great. I use these everyday for casual gaming, studying, and going to the gym. I recommend being cautious when using these when you're sweating a lot at the gym due to the sensors having an affect on sweat. I've noticed that the detection system build into the headphones doesn't necessarily work anymore due to how often I've sweated while wearing these headphones. One annoyance that I have is the ""Speak to Chat Feature"" which keeps turning on whenever I talk at the gym. It might just be my headphones in particular but even if I go into the app and manually select to turn this feature off, it some how keeps coming back and turns itself on again. This is frustrating when you're in the middle of a set while exercising and then all of asudden the headphones pause the music and ambient mode is turned on. Regardless, amazing headphones and I'd recommend them for anyone. I was hesitant to buy these initially due to everyone stating they do not hold up well in the gym but they still function well enough for my liking!

In the second photo I posted, you can see the slight stain marks caused by usage in the gym. If you want to avoid this, getting the black colored headphones might be recommended. However, I have been able to clean these stains out with a cleaning wipe. Plus, these headphones don't leave finger prints on the headphones which I know first hand that the black ones do (which was annoying hence why I got the white ones)."
Kathlyn,5.0,https://www.amazon.com//gp/customer-reviews/R2SUUJQJYFQON6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 24 2024,"Love these headphones and all of the model my family and I now use. Sony does a great job- comfortable, sturdy, sound quality is exceptional."
AD Shocker,5.0,https://www.amazon.com//gp/customer-reviews/R2AE205B4ME8LW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 19 2024,I had these headphones for a few months and they are the best. I love how sleek design and lighweight. The sound quality is amazing as well.
D. Johnson,4.0,https://www.amazon.com//gp/customer-reviews/R6HAEDDWZFUC9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 16 2024,"Negatives:
The band is tight. I cannot imagine wearing these throughout a 4+ hour airplane flight.
But that's part of the extremely effective noise reduction.
The app's server connection was unreliable for me, and the login process far to ""secure"" with difficult capcha matches, and after each failure, one's password must be re-entered. But you don't need the app for excellent function.
Positives:
- Outstanding microphone noise cancellation. This is active all the time, whether or not ANC is on for listening.
Speaking over to phone from a coffee shop (ceiling music, arguing staff, dishes clanking, a family conversation and squalling baby 15 feet away), the listener could hear little or no background noise.
It is very, very hard to get any information on actual performance on noise-canceling mics in buds or headphones. I finally found soundboys-dot-com, who way down near the bottom of their reviews have actual recordings in standardized noisy environments.
I've slowly migrated, over 6 years, through three units:
First, an ANC open-ear headset with a boom mic that I assumed would work well because close to my mouth. My wife casually observed that I spoke very loudly when dictating, especially. I wrongly thought this because we don't hear our own voice well when our ears are covered.
Then I forgot these on the train, and bought Beats for convenience -- the band and magnetic latches in the buds make loss difficult. These surprised me by having MUCH better mic performance -- never needed to raise my voice in a quiet environment for good speech recognition.
But in noisy environments (riding in a car or airplane. sitting an an airport waiting area, cafe, etc.), they failed. With dictation, I had to cup my hand over my mouth and the mic to avoid unseemly shouting, and then quickly hold the mic in my hand to suppress the noise during my silences.
It's interesting to me that voice recognition works better with ANC off, because then I hear my own speech volume more accurately and can modulate that realistically. Yes, one does need to speak louder in a very noisy environment, or simply talk into one's hand to reflect the sound back to the mics when one wants to be private.
These Sony headphones are exactly what I need.
For me, the excellent music quality is simply the frosting on the cake.
- One can plug in a standard mini stereo plug and the phones just work.. (There are stereo to USB adapters readily available.)"
Stuck,5.0,https://www.amazon.com//gp/customer-reviews/R11VFKHMH28WXO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 2 2024,"I bought these primarily because I fly a lot. I had a pair of Active Noise Cancelling earbuds that plugged in that were really old Sony headphones. When I fly a lot, I like to have the ability to plug them in so I don't easily run out of battery.

These headphones allow me the flexibility to use my AirFly (bluetooth transmitter) or use a cord when I want. They sound fantastic and cut out all the plane noise. They work great in the office too. I highly recommend these headphones!"
John,5.0,https://www.amazon.com//gp/customer-reviews/R16PZX87TGFPBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 1 2024,They like it
theDARKmachine,1.0,https://www.amazon.com//gp/customer-reviews/R28NACM3F9G60E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 25 2024,Right from the start I hated the fact that the headphones didn’t fold up like others that I’ve owned. I’ve had these headphones for 6 months and they have been lightly used. This week I pulled them out of my backpack that had the rest of my electronics equipment and they had snapped. Nothing had impacted my backpack and all of my other equipment was just fine. Not having the over ear portion able to fold is a major design mistake.
Amanda Kamal,5.0,https://www.amazon.com//gp/customer-reviews/R2PF1CLVPMZ2JQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 23 2024,"Amazing headphones for the gym and at home. Don’t skip, noise cancellation is incredible, and they’re beyond comfortable. Was debating between these and AirPods Max but I’m incredibly I went with these. The option on the right side to swipe to change music, tap to pause is revolutionary. Don’t hesitate!"
Mike,3.0,https://www.amazon.com//gp/customer-reviews/R46R6F2SOULVQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 23 2024,Purchased this through a third part used stated great but not so. I would put it in the acceptable category. Had a smell and clearly worn
MARY WHELAN,5.0,https://www.amazon.com//gp/customer-reviews/R1CW2JJ2N2QKP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 22 2024,Wanted something to give my nephew! Product protects his ears and it’s a great design! He loved it
Charles Quek,Verified,https://www.amazon.com/null,Reviewed in Singapore on February 2 2024,"Have been using this headphones for over a year now. BAttery is still lasting.

Noise isolation is too good bcos my wife keep saying she shouted while looking for me and I didnt answer her while wearing this headphone."
Agapito xD,5.0,https://www.amazon.com//gp/customer-reviews/R1BCT53SFOYHJU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 26 2024,"Tienen una cancelación de ruidos increíble, y la calidad de audio es muy buena los recomiendo 100%"
Ryan O'Bannon,3.0,https://www.amazon.com//gp/customer-reviews/R2KCAUITYLAW28/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 19 2024,"After a year of use I'm pretty fed up with constant small connection issues. These have all been present from the start. Maybe 20% of the time the headphones won't automatically pair to my phone or laptop. When they do pair, it takes a couple long seconds to start playing sound. If I walk out of bluetooth range the the sound will stop, and although my devices still show the headphones as connected there's no way to resume playing sound. All the smart features are a usability mess and I turned them off immediately. I want to like these but I can't anymore."
Valeria,5.0,https://www.amazon.com//gp/customer-reviews/R1H4HYY54ZP44S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 18 2024,I was gifted this product for my birthday and I'm incredibly happy with it. The quality of the noise and noise cancelling is top notch. They are easy to customize and the controls are simple and straightforward. The battery lasts for a long time. I've had these for 2 months and have charged them only 2 times.
Hoppy,5.0,https://www.amazon.com//gp/customer-reviews/R2N0SN8NVRE8WV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 18 2024,"I puchased these to replace a old set of Bose over the ear headphones that have served me well but I wanted some new ones. I found these on Amazon and they did not disappoint. My main reason for writing this body is I use these things pretty rough. Anytime I'm working outside I have them on... for noise canceling. Blowing, vacuuming, weed wacking, sawing. You name it... these are my go to noise canceling ear protection device. The fact that I can listen to music is a bonus.
The photo I included was taken after I had just cut and ground with a grinder a bunch of bricks for a outdoor fireplace. I just wipe clean with a damp cloth and they are good to go. Excellent battery life... you can adjust the volume and move to the next song with a swipe. Sound is excellent as well and overall they are a significant upgrade over my old Bose headset. Five stars for build quality. Five stars for noise cancellation and sound. You need these!"
Dat Boi Schmitty,5.0,https://www.amazon.com//gp/customer-reviews/RDUMGQJ31YY36/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 17 2024,"First word that came to my mind when opening and putting these on my head was ""woah"", like, i deff see why these are 500 dollars forsure, then when you turn them on and play some juice wrld... HOLY HELL🥺😩 ""ANYTIME ANYDAY, JUST TO TAKE THE PAIN AWAY"" yeah these are by far the best headphones ive ever owned, i used to be so loyal to beats and year by year their sound quality and volume got lower and lower, so i finnally decided to reach outside of beats and im glad i chose these"
Amazon Customer,2.0,https://www.amazon.com//gp/customer-reviews/R118FJJ0ZN1WMT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 6 2024,"Compared to my Bose, these are terrible. The volume control, you have to swipe your finger up on the outside of one of the headphones, it's slow, touch sensitivity sucks. On my bose, you push a button and BAM up or down goes your volume. I played a video on youtube, had my volume up half way, and STILL could hear the tv across the room, could hear the commercial words etc., no way these would be what you would wnat on an airplane with a crying baby while watching a movie, you'd have to really crank it up and hurt your hearing long term"
John,5.0,https://www.amazon.com//gp/customer-reviews/R16PZX87TGFPBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 1 2024,They like it
R W King,1.0,https://www.amazon.com//gp/customer-reviews/R3HI1OT6J67UBM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 1 2024,"Like most people, I sweat when wearing over-ear headphones. When I first opened this package, a picto-graphic card fell out of the box that “said” danger, don’t sweat while wearing these. Wow. Would have been nice to know.
That little bit of information wasn’t provided in the product description. I wouldn’t have bought them if I knew.
Returned them immediately… still waiting for a refund one week after Amazon confirmed receipt of the returned item.
Product description is lacking.
Customer Service also lacking.
Disappointing experience overall, and I’m out several hundred dollars waiting for a refund that is being oddly delayed in processing… could take 25 days. Oy."
Jim,5.0,https://www.amazon.com//gp/customer-reviews/R2JAWLXGTW6R54/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 27 2024,I had an older noise cancelling device and this one is heads and tails better. I’m super pleased with that end of it and the music quality is excellent for a non audio file like me
theDARKmachine,1.0,https://www.amazon.com//gp/customer-reviews/R28NACM3F9G60E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 25 2024,Right from the start I hated the fact that the headphones didn’t fold up like others that I’ve owned. I’ve had these headphones for 6 months and they have been lightly used. This week I pulled them out of my backpack that had the rest of my electronics equipment and they had snapped. Nothing had impacted my backpack and all of my other equipment was just fine. Not having the over ear portion able to fold is a major design mistake.
Dclev,5.0,https://www.amazon.com//gp/customer-reviews/R2DR4PZKI8K4BW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 25 2024,Best over ear headphones I’ve ever had. Noise cancelling is amazing. Almost no sound on airplanes.
MARY WHELAN,5.0,https://www.amazon.com//gp/customer-reviews/R1CW2JJ2N2QKP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 22 2024,Wanted something to give my nephew! Product protects his ears and it’s a great design! He loved it
Amazon Customer,3.0,https://www.amazon.com//gp/customer-reviews/RMR8RSITTWN5H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 21 2024,"I bought this headset to replace a pair of Bose QC 35 ii I had previously used at work, as the bluetooth kept failing and the sound was starting to have issues.

I've owned the Sony headphones now since the end of Nov 2023, which feels like a decent enough time to give a well informed body of the product.

Pros: Excellent noise cancellation. The location based customization is fun, but ultimately when I'm wearing these I'm at work and pretty much just need as much noise cancelled out as possible to avoid distractions. The music quality is also nice, though my main concern for headphones was to be able to focus in a noisy office setting.

Cons: This headphone has issues working with teams video calls and zoom. I've looked through tutorials and troubleshooting to fix the settings, but I'm having to fix the settings before EACH call to make it work. I would suggest either getting a separate headset for those video calls, or consider another option for headphones. This was never an issue I experienced with the Bose.

The headphone case it came in is nice, but I had problems with the zipper immediately. It's been incredibly frustrating having to struggle with a faulty zipper just to get my headphones out so I can start my day. I've already had to undo part of the seam to reset the zipper twice, and will likely just replace the case or attach some velcro to keep the case closed. I have a hybrid work schedule, so having a semi hard case to protect the headphones matters to me.

In sum, if your main concern is noise cancellation and you have infrequent video calls, I would strongly recommend this product. Otherwise, there are likely better options on the market."
Austin Danger Powers,5.0,https://www.amazon.com//gp/customer-reviews/R1RPK9XYQIXM2H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 19 2024,Suppresses neighbors noisy shenanigans
microbotas,Verified,https://www.amazon.com/null,Reviewed in Mexico on December 3 2023,"Lo compré por recomendación de un amigo y no me arrepiento. El precio es alto pero lo vale, ya que el sonido es increíble además de la cancelación de ruido, por lo que si te gusta ""aislarte"" un poco del mundo mientras escuchas música esta es una excelente opción."
Bmongu,Verified,https://www.amazon.com/null,Reviewed in Mexico on November 28 2023,"En las comparaciones en internet, son los mejores audífonos en relación calidad, audio y precio. 4 micrófonos. El sonido envolvente. La eliminación de audio, todo funciona. Los volvería a comprar"
Hui Li wen,5.0,https://www.amazon.com//gp/customer-reviews/R1OG7ASIH2OLGT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 23 2024,I recently got this product for my 7 hour flight. I got this because of the great body it had of the noice cancellation and I am so glad I bought this for myself! The headphone's noise cancellation was amazing and it had great sound quality! This is a 10 out of 10 product I would recommend for long hour flights!
Angel,5.0,https://www.amazon.com//gp/customer-reviews/R1SXNMU4GB6MSM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 21 2024,Works good
Hoppy,5.0,https://www.amazon.com//gp/customer-reviews/R2N0SN8NVRE8WV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 18 2024,"I puchased these to replace a old set of Bose over the ear headphones that have served me well but I wanted some new ones. I found these on Amazon and they did not disappoint. My main reason for writing this body is I use these things pretty rough. Anytime I'm working outside I have them on... for noise canceling. Blowing, vacuuming, weed wacking, sawing. You name it... these are my go to noise canceling ear protection device. The fact that I can listen to music is a bonus.
The photo I included was taken after I had just cut and ground with a grinder a bunch of bricks for a outdoor fireplace. I just wipe clean with a damp cloth and they are good to go. Excellent battery life... you can adjust the volume and move to the next song with a swipe. Sound is excellent as well and overall they are a significant upgrade over my old Bose headset. Five stars for build quality. Five stars for noise cancellation and sound. You need these!"
bobwhitebarry,3.0,https://www.amazon.com//gp/customer-reviews/R2RS2CPTO1TFH9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 10 2024,"I have a pair of Bose and Beats headphones. I ordered the Sonys because the reviews make them out to be the best. They were so tight that they hurt, but that is probably how they work so well canceling noise. The sound quality was pretty good, but somewhat muffled. No shipper at all. Sounded like they were playing through a pillow. The biggest deal braker is I couldn't turn them up high enough to understand what they were saying while watching movies. In the end I sent them back."
Santa Claus,1.0,https://www.amazon.com//gp/customer-reviews/R7MGMD8HL22DN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 7 2024,"I have the xm4 and xm3 versions of this headphone which I absolutely love and use hours daily. Figured I would complete the set.

The xm5 have zero noise cancelling compared to the older models. Complete deal breaker and disappointing. Took almost an entire month to get my money back. Unbelievable. Next time I will buy high dollar electronics at best buy."
Orrin Gallop,2.0,https://www.amazon.com//gp/customer-reviews/R12CNYL7LTI1WF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 29 2024,The headphones worked excellent at first but after 2 weeks it’s constantly stopping or pausing. I disconnected and paired again to my cellphone with no change
paul,2.0,https://www.amazon.com//gp/customer-reviews/R3SN55KOTO5ZJF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 25 2024,"Sounds great, but sent them right back. They feel so much cheaper in material. Loved the previous two models, but these just feel really cheap"
Jamie,5.0,https://www.amazon.com//gp/customer-reviews/RAJNE8EBYJVIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 23 2024,"I had high expectations for these headphones when i ordered them since people were saying they were the best. Keep in mind that i have never called somebody with these on so i can’t tell you about phone call performance. I have had these headphones for 3 or almost 3 months. they have preformed EXCELLENT, 10/10 ANC, sound quality is very great. These are terrible if you wanna use them for gaming too so don’t use them as a gaming headset. These are EXCELLENT if your only going to listen to music with these headphones on!. Overall 10/10 for music."
Killian,5.0,https://www.amazon.com//gp/customer-reviews/RFGWI7OAEO7AZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 19 2024,"Came in a relatively fast manner, came as described. Great headphones, i bought these for my girlfriend because i love the pair i have so much."
"""dkdv""",Verified,https://www.amazon.com/null,Reviewed in Australia on February 10 2024,"I have to agree with the reviews of these phones. The music sound quality is really excellent, perhaps slightly better than my Bose Quietcomfort II. I have no problem either with the noise cancellation, although the Bose allowed you to do it on a scale of 1-10.

However they are really not as comfortable. They grip the head very firmly, giving me a bit of a headache when I've been using them for a while. Trying to wear them wearing glasses was impossible. The arms of my glasses physically hurt my ears.

Trying to register the product on the Sony website was a nightmare. They kept wanting me to ""voluntarily opt-in"" to having Sony spam me. And then the process kept failing. I eventually had to ring them, and had to speak to somebody who barely spoke understandable English.

Overall, if somebody was considering buying these or the Bose, I'd go with the Bose every time."
JonRyan,Verified,https://www.amazon.com/null,Reviewed in Australia on January 19 2023,"They work. Well!

Great quality and I would highly recommend them as a conf call headset.

The app is also intuitive and just works.

Good value and can’t say more than that.

I also have the Bose NC700 and these are better. But that’s my opinion others may say different."
J,2.0,https://www.amazon.com//gp/customer-reviews/R1OQ5MI3KLLY3C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 12 2024,"I originally ordered a pair in November, within a month I had to request an exchange because one side stopped working. The replacement came in around December and by February, I have a non-stop skipping noise going on in the background of whatever I am listening to.

These are not worth the price for the quality. The noise cancelling is not much better than a pair of 45 dollar headphones. If I do not want to hear other people with the noise canceling on, then I have to practically blast sound from these. The round design of the headphones also hurts the top of my head, they are usually flat on top for a reason it seems.

I had been so excited to get a pair of quality headphones that would cancel out all of the loud sounds in my house but instead I wasted money on an inferior product that does not last more than two months at best. I always carry them in the case they come in and have done nothing that would damage the quality or performance of the headphones. To say I am disappointed would be an understatement."
H8182,5.0,https://www.amazon.com//gp/customer-reviews/R1YX20DHTTK8ME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 7 2024,"I LOVE LOVE these headphones!!! I'm coming from Beats Solo 3's which I really liked and they lasted forever. I was on the fence with spending the extra money. It was worth it!! These are very lightweight and the sound quality is awesome! I really like the sleek headband thats not chunky like most. The ear part fits comfortably over my ear and isn't too tight. I also like the flexible ear pieces that rotate for an extra comfortable fit, not stiff. I bought the navy color and really like it."
Amazon Customer,5.0,https://www.amazon.com//gp/customer-reviews/RGATOSIIEF0BB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 29 2024,"Amazing noise canceling. I like the options it gives you to bounce between ANC and ambient without hitting the small button. (Just cup both ear pieces)
Only wish they were louder. Tried all different equalizers and add ons... but for the general usage great product and battery lasts a long time."
Amazon Customer,4.0,https://www.amazon.com//gp/customer-reviews/R3HM6XVR07WBOP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 29 2024,Great headphones but a but pricey. Also wish I could tap to change songs or control volume.
Kristoffer,5.0,https://www.amazon.com//gp/customer-reviews/R1U987ULJODLUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 22 2024,"These headphones are beautiful and the sound quality is amazing. After I received these headphones, I switched from Spotify to Amazon Music Unlimited, with ultra HD quality, and it's like I am hearing all my favorite music for the first time. The noise cancelling is mind-blowing. Definitely exceeded my expectations."
Perfectos lo mejor del mercado,5.0,https://www.amazon.com//gp/customer-reviews/R2DLR9BEQ30XF7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 21 2024,🎉🎉🎉🎉
Emma M.,Verified,https://www.amazon.com/null,Reviewed in Mexico on March 23 2024,"Necesitaba audífonos para home office y son justo lo que ocupaba. Muy buen sonido, bien ajustable en el ecualizador de la app. El microfono se escucha muy bien. Puestos la cancelación de sonido si neutraliza bastante lo de afuera, los sonidos del ambiente bajos también pero si son muy fiertes sí se escuchan algo. Son cómodos por varias horas."
A.R.,Verified,https://www.amazon.com/null,Reviewed in Mexico on February 14 2024,"Durante años estuve pensando en comprar estos audífonos y ahora que finalmente los compré, no quedé tan satisfecho como lo hubiera querido. La calidad de sonido es razonablemente buena, pero la cancelación de ruido es algo rara, te deja una sensación extraña al usarlos. Y ni siquiera cancela al 100% las conversaciones exteriores, solo las atenúa. Creo que estaba más contento con unos audífonos viejos (también Sony) que no tenían cancelación de sonido, pero se oían muy bien y eran económicos. Ya están descontinuados, así que ni hablar. Estos audífonos sí son buenos, pero no tanto como las reseñas decían en YouTube. Les doy 4 estrellas porque 3 se me hacen injustas, pero si pudiera le pondría 3.5"
