reviewerName,stars,reviewTitle,reviewDate,body
Julie22,5,Great sound quality/best noise canceling hdphones,10/7/2022,"[This review was collected as part of a promotion.] I was excited to start using Sony's WH-1000XM5 Wireless Noise Canceling Headphones. I am currently typing this review while wearing the headphones! First of all, the headphones are stored in a sleek carrying case. There is a pocket for the headphone wired jack/cable and charger cable (very short cable?). Beautiful case, but bigger than previous model as this model's headphones do not fold up? Sound is AWESOME. Noise cancelling feature is FANTASTIC.I cannot hear much outside noise when I have these headphones on. Earpads are very very soft and comfortable. Hope the material on the earpads last after prolonged usage. Headband hurts a bit at the top of my head as it weighs down a bit, but that can be just me - I have a sensitive head. Overall, a snug fit -- not too tight. Learning curve was a bit tougher as I am older - but my son had the headphones up and running and playing around with its features in 15 seconds flat!!!! Meanwhile, I had to download Sony's headphone software onto my iPhone. Do that as there are instructions in the app. Plus, you can set it up to link to Spotify, etc. and use the touch controls - for example, swiping up on the right headphone raises the volume, swiping down decreases volume, double tab pauses the music, forward swipe forwards to next song, taking off headphones shuts off power, etc. These touch features are really snazzy when working correctly, but then I've experienced glitchiness as well. Lots of other features on the app you can play with and customize to your liking. I like the fast charging of battery and LONG battery life - big plus for me. DEFINITELY WILL COME IN HANDY TO NOT ALWAYS BE WORRYING ABOUT CHARGING HEADPHONES! I foresee myself using this pair of headphones quite often!"
Cher12,5,Blocks Noise & Plays Favorite Music,10/12/2022,[This review was collected as part of a promotion.] I absolutely love the Sony noise canceling headphones. They block out noise very well. I love that it has built-in Alexa and I can listen to my favorite music anytime. I never miss a phone call or notification because it will let you know when you have notifications. The built-in Alexa allows you to call someone whenever by simply asking. They fit so comfortably that you could wear them all day if you wish. The cushions are thick and fit snugly around the ears to block unwanted noise. Set up was very simple with easy to follow instructions by scanning the QR code provided. Very well constructed with obvious comfort and convenience in mind. They will come in very handy for us because our back yard is an interstate highway just beginning construction. My husband loves them too and is planning on using them when mowing and weed eating the lawn. They will come in handy when using his chainsaw to trim the many trees in the yard. They will work great for the woodwork he does too. I'm happy they will protect his hearing while working with loud tools and machinery. I will enjoy them while gardening or anytime. I can play music while working around the house without waking my husband when he's working nights. It makes me a happier person while listening to my favorite music. It's so easy by simply asking it to play what I'm in the mood to hear. Sound quality is great. I would recommend the Sony noise canceling headphones because you can listen to your favorite music and never miss a notification or phone call and it blocks out loud noise. It makes life much more enjoyable while protecting your hearing.
Tymoney,5,Great sound and easy to navigate.,11/11/2023,Bought these a couple of days ago and so far everything is great.
Peanut79,5,Great appilence,8/14/2023,NaNaNa Nananananananananananananananananananananana
David,5,Awesome product,11/19/2023,"No complaints, fast and legit. Kids love them."
Double A,5,Crystal clear sound,6/28/2023,I've had them for a few months and they are the best sounding……as close to professional ear monitors as I've ever heard.
Philip,2,Totally inaccurate info from seller.,7/6/2023,quality is great but the battery is probably only 25 - 30% they die really fast and charge to 100% in an hour or so.
Elton Almeida,3,Sounds great & light weight,6/14/2022,The sound quality of these headphones is awesome. However I was disappointed with the build quantity and size. I wish the top part of the headband was made of plastic while the bottom leather. I felt the headphones protrude a little too much and looked too big for my head. Would be great if Sony can get that great sound in a smaller form factor.
Vicente,3,nice and light on the head but needs improvements,1/30/2023,"Really good sound, but as far as comfortability, it doesn't do too well with keeping cool. It's very insulated, causing the ears to overheat, and then sweat, and it says on the instructions not to sweat with them. I think it's blue hockey. I'm gonna do it no matter what but they sound amazing."
jjhelfman,4,Very high quality,6/14/2022,"I am really enjoying the great sound quality and noise-canceling capabilities of this product. One feature I think could be improved is the performance of the Active Noise Cancelling (ANC) button. Sometimes, I have to press it multiple times before it turns on/off and it would be useful to have a clear indicator for ANC status (on/off) - either a voice or light."
Cookie FruitCake,5,Head Phones,6/8/2023,The Best Noise Cancellation Headphones IOnThe Market
Sillahboy,5,SBsony,7/12/2023,My wife bought it for when I was traveling overseas and I love it.
Anon,5,FANTASTIC,2/13/2023,"These are amazing, I wanted some high quality yet aesthetic headphones to wear to class, to the gym, etc. These did not disappoint what-so-ever, they are my new favorite thing."
LucyDeet,5,Great features,6/28/2022,Great sound and rich tones. Wonderful noise cancelling. Very comfortable to wear and great design.
Masonderek6994,5,Great quality and sound,11/4/2022,Enjoy the sound quality abs portability. Nice and light weight
Jack,5,Great sound and price.,8/3/2023,Great sound and very comfortable.
Angelica85,5,Excellent sound,10/5/2022,[This review was collected as part of a promotion.] I got the Sony - WH-1000XM5 Wireless Noise Canceling Headphones and they work wonders so easy to use and set up. These are the best headphones I have used in a long time I would definitely recommend
Zari45,5,Excellent Quality!,10/9/2022,[This review was collected as part of a promotion.] These Sony Wireless Headphones were even better than I expected. The sound quality is great and the noise canceling feature is one of the best I've used. They auto adjust to fit your environmental noise and can be optimized for your particular ear shape to give the best sound experience. I would highly recommend these headphones.
Anon,5,Wireless headphones,10/4/2022,[This review was collected as part of a promotion.] Recently received this product a few days ago and I down right need this masterpiece these headphones are perfect sound quality all around output of this is amazing it wrks it definitely a great asset because I wrk out a lot as well bt these are perfect definitely recommend this product to family and friends
Cortney0202,5,Amazing Sound,10/9/2022,"[This review was collected as part of a promotion.] This is my first time using a noise canceling head set and I'm very impressed. The quality of sound is amazing. I absolutely like that it detects if you take the head set off your ears that it pauses what you're listening to. The battery lasts up to 30 hours, which is great. It is very easy to set up the app to your phone and it is not hard to use. It fits nicely over my ears and its comfortable. The only issue I have is the suction over my ears. My ears ended up having a little discomfort and had a slight headache, but that just can be that I could have sensitive ears. I am very happy with this product and would recommend to anyone."
Mommaof2,5,Incredible head phones,10/4/2022,[This review was collected as part of a promotion.] These head phones are incredible but first the packaging is sooo aesthetically amazing so well thought out and visually pleasing and the case is pristine . The noise canceling is phenomenal as well. The sound quality is out of this world and I love how when you take them off the music pauses till you put them back on these are definitely a must have
Tiny151,5,"Great pair of headphones, almost perfect",10/15/2022,"[This review was collected as part of a promotion.] Pros -Headphones feel higher quality. It is still made of plastic but the smooth matte finish and feel generally seems higher quality than other headphones that I have in this price range such as the Jabra evolve 2 75. - Setup was really easy using the ""HeadPhones"" app on android. - Ability to wear headphones while lying on bed. One of the things that I'm unable to do with other headphones is being able to lie back on my bed without the headphones bothering me. These Sony headphones have a angle in such a way that they do not get in the way. - ANC is very good. I have a 1 year old and have the white noise machine on all the time. The ANC works really well at muting ambient sounds on. The ability to choose how much ambient noise comes through is also great. - Some nice quality of life features such as speak to cancel ANC, and also cutting the right ear. - The memory foam around the ear really helps with comforts. Putting on for hours does not hurt. - Sound quality is very good. - Battery life does not drain quickly. Leaving a fully charged headphone around for 2 days, I still saw 99% battery life after starting to use it again. Cons - Microphone quality is poor compared to Jabra which have a boom mic that comes out. Speaking on the phone, my spouse thinks it not as good quality as speaking directly into phone but better than being on speaker phone. - Not waterproof or sweat resistant. This means that they cannot be used outside while raining or during exercising. - A full charge can take a couple of hours. There really should be quicker ways to charge this given the current climate with fast charging phones."
GeorgieH,5,Total Game Changer for my Music!!,10/4/2022,"[This review was collected as part of a promotion.] These are totally amazing and it completely changes the way I listen to my music! Clarity and awesome sound, I love them! Easy to use and hook up through Bluetooth, comes with everything you will need to hook into your music experience! Highly recommend to others to get and use for oneself or loved ones!"
Matty209,5,Incredible Sound Quality,10/1/2022,[This review was collected as part of a promotion.] These headphones are amazing. The sound quality they produce is astonishing. I replace my earbuds with these and realized very quickly that i was missing out! They are very comfortable on your ears and will fit on your head perfectly. They charge fast and hold that charge for days if not weeks. Noise canceling is a huge plus and works splendidly. Highly recommend.
Sonu,5,Super quality music,10/5/2022,"[This review was collected as part of a promotion.] I am lobing my new Sony Wireless Noise Canceling Headphones. They came in great packaging, are easy t set up and use and the music quality is excellent. I love listening to music on and on and I also use it to watch movies on my laptop. I highly recommend it as a great buy!"
Bobert67,5,Audio perfection,10/7/2022,"[This review was collected as part of a promotion.] Not only does the noice cancellation work incredibly well, but the audio fidelity is unmatched. I can't recommend these headphones enough to those looking for new one. They're incredibly comfortable and you'd forget you're wearing them if it wasn't for the audio coming through them."
NJsunshine,5,Great sound quality,10/11/2022,[This review was collected as part of a promotion.] I tried Sony-WH-1000XM5 Wireless Noise Canceling Headphones. These are by far the best set of headphones that I've ever used. The sound quality is amazing. I listen to mostly hard rock and heavy metal music and with these phones you can hear everything that's happening. They are comfortable and have excellent range. I wear while doing housework and receive reception throughout the entire house.
FelAnnRod,5,Great Product,10/15/2022,[This review was collected as part of a promotion.] Sony's WH-1000XM5 Wireless Noise Canceling Headphones are amazing. The sound is crisp and clear. I love these headphones !!
Bones,5,same as the Sony WH-1000XM4,11/15/2023,Works great.. they are almost exactly the same as the Sony WH-1000XM4 just a little different design.. but the sound quality is the same...
DayG,5,Great Bluetooth headphones with wired capabilities,2/29/2024,"These headphones are very comfortable, have really great sound, and the noise-cancelling is awesome once it starts. It takes a couple of seconds for the headphones to analyze the ambient noise, but once it starts its noise cancellation it does a really good job. The app is pretty intuitive, although I'm unsure how much the ear analysis does. I've yet to experience the directional sound. I upgraded my nugs.net just to try this feature, but either they have not yet encoded the music to make use of the technology, or the technology simply doesn't work. But in all honesty these are stilll great headphones."
Rocco P,3,"Great sound and battery, until it broke",1/25/2023,"These headphones are outstanding for sound, noise cancelling, and battery life. Unlike all previous headphones I have owned, these cannot be used while charging. This can be a little annoying if the battery dies when I have 10 minutes left in a movie. Fortunately, they charge very quickly. It is disappointing that the app only works on a cell phone. I use these primarily with my computers and TV, so I cannot take advantage of all the features that might be available through a phone. The build quality is rather flimsy. The padding on the headband started peeling off at 2 months, and the right unit snapped off at 3 months (today), making them useless. As one of the most expensive headsets in this category, I expected something a little more sturdy. I will contact Sony about this tomorrow to see if they stand behind their products, and then I will revise my review as needed."
Hanish,5,Very good,2/13/2024,"Loved it, it's really good quality and it has all the features but one problem is that if you want to use the headphones via the audio jack the sound quality levels down from like 10 to 0.5, it's like listening to a 25 dollar headphones, besides that the actual quality of music when we switch it on and use is awesome. Don't forget to connect it to the app it gives you most of the listening styles and quality variations."
FeliciaH,5,Have a number of useful features that work for me,1/16/2024,"I like these a lot. They fit my needs. They sound good. Connect with my devices. Have an app that I can customize settings. Are comfortable. Have a number of useful features that work for me like the different levels of pass through sound. I use these daily on walks, at work, or just around the house. If I could have one feature it would be for the cup to rotate down instead of up when around my neck. All in all, I'm very happy with my purchase."
IDEFIBU360,5,Sound Sound and more sound,8/14/2023,I purchased these for my birthday. After reading tons of reviews on the higher end phones I kept coming back to these. They did not disappoint. Fabulous sound incredibly comfortable. These are easily comparable to the Apple top of the line phones which I purchased for my son.
Seth,5,The Best Headphones Money Can Buy!,8/7/2023,"These are the BEST noise canceling headphones on the market HANDS DOWN. The sound quality is super clean and I like how it has an app that allows you to tinker with the EQ settings to really get the sound you want. Hardcore audiophiles will probably have nitpicks, but for the average consumer, these are pretty much the best headphones that money can buy!"
Robert T,4,Sony WH1000XM5 paired with Sony Xperia 1 V,9/5/2023,I have owned this headset for about a year I use it with my Sony Xperia 1 V for music. I like this headset because it is light has great sound quality the software control is good accept the 360 thing. I have tried to set it up several times just can't get through the process so lost a star.
Chris,5,Best headphones ever!!,1/1/2024,The audio is the best I've ever heard. I also bought Bose 700 and it wasn't even close audio wise. They also are very comfortable and you don't really even feel them on your head. You can't beat for the price and quality.
Anon,3,Amazing headphones but construction needs improvem,2/18/2024,I bought these and by far the most amazing headphones I've ever had but the construction is bad they broke after just 2 months of owning it
Bash1979,5,Best noise cancelling headphone,9/13/2023,I've owned several noise cancelling headphones and earbuds from Bose to beats to AirPods or and so on. So far I'm really impressed with the sound quality and noise cancellation on this headphone. Thank you Sony. Keep up the good work.
Marie E,5,AMAZING SOUND!!!,9/6/2023,I bought these headphones about 3 weeks ago and have used them almost daily. The quality is 100%! The fit is comfortable and the battery life is great.
jlacen19,2,Very bad engineered,11/18/2023,Extremely bad engineered. Very cheap build even though they cost 300 plus! Everyone has the same problem with the swivel popped out ! Another thing is very bad instructions for finding the serial number and model number.
Gee Dub,5,WH -1000XM5 headphones,7/28/2023,Based on positive reviews I bought a pair of these rather than my usual Bose —- man these thins are super - if you love hearing all the instr and intricacies in the music you will love the audio !! My single complaint is I can't turn noise canceling up and Dow between 1-10 ( a feature I use constantly with my Bose )
Earlf,5,Sonys headphones,7/30/2023,I thought I was nuts for spending so much money on headphones I was so close to returning them. They are worth every penny. They're absolutely incredible headphones. The sound is incredible. With the Sony app you can fine tune the sound the way you like it. You just float away listening to the music.
Jay,5,Love these.,1/8/2024,Excellent headphones. Love the way it pairs with multiple devices and the touch responsiveness of the device.
Joseiliz,5,Amazing purchase,2/26/2024,"Headphones came really well packaged, and it was shipped very quickly, got them in two days. 10/10"
Alfredo,5,Excellent Headphones,10/22/2023,"The best sound, noise canceling and bass performances among other features. Download the Sony app for more control and better sound."
ChefJeff,5,Unbelievable,10/13/2023,Great Sound Great noise cancelling Most comfortable headphones ever
KBJ3,5,Superb,8/27/2023,So far so good got no complaints complaints excellent sound quality very good built
Crow92,1,Broke after a week,10/5/2022,Bought these bc the internet said they were the best.. and they were.. for a week. Left ear started having a constant loud crackling noise. Barely used them.. super bummed. Going to hopefully return them for a full refund.
Alphamalemaverick5,5,Makes me transcend time and space,6/29/2022,I feel like Dr. Manhattan when I’m wearing these. Out of body experience every time they come in contact with my ears. (Use the app and look up the best EQ for the XM5 and then adjust from that for best sound quality). Battery is nigh eternal. Powered by Zeus himself.
mcheng916,5,Excellent headphone with noise cancelling,12/5/2022,"Bought it for a couple months and have been really impressed about it so far. Really love the sound, The noise cancelling is good even on a flight The mic is good for con-call too The only downside is that the container is big and harder for carrying around. And my ears get hot after a couple hours of wearing."
And8,3,Too many features and distractions,11/9/2022,"It is so sophisticated it has all sort of features. After 5 years with my old Sony set, I gave it to my kiddo and I was excited about this upgrade. This has way too many useless features for my needs. I need great noise canceling for calls and work meetings, and for it to stay on and not to distract me. If you get a break, put the set down for a little bit, it turns off, as a new is battery saving feature. I had to turn it back on and ask people to wait for my set to restart and link and all that. I know you can disable that from the phone app, but then it gas ding notifications as you walk or talk or change settings, and the adaptive noise canceling turns off. It was dependent on a phone app for location and settings. Way too complicated and distracting. It is a very cool gadget, but I just need reliable headphones. I went and returned then and got the Bose you turn on and off."
Xopi,5,Goodbye world!,10/6/2022,"[This review was collected as part of a promotion.] I've tried several noise cancelling headphones and I have finally discovered headphones that meet my standards!! The Sony wireless noise cancelling headphones are perfection. Perfect for when you want to focus on your work, drown out noise, awesome travel headphones. They are so comfortable to wear, it doesn't feel like you're wearing them at all. They come in a sleek carrying case."
Jeffki123,1,Huge step backward from then XM4,11/14/2022,"My wife has the older model. When she wears it, she cannot hear anything, including voices in the room. With this newer model it allows voices through. Blocking external voices is why I bought these. Huge disappointment from Sony."
Wfavero,5,"Great sounding, perfect for a bass player",2/13/2023,I love these. I play bass and use headphones to learn my parts. These have worked out perfect for me for that purpose.
AllRightNow,5,Great Headphones,1/20/2023,These are really nice headphones. The sound quality is excellent and the noise cancellation is very good.
BillyB271,5,Best Ever,9/15/2022,The headphones are the best I have ever used. The noise cancellation is exceptional
Zh28,3,"As my expectations, but not beyond it",6/13/2022,I recommend you to buy a xm4 or even xm3. It isn't worth so much money.
Attia,5,Just buy and enjoy.,1/19/2023,"Dont think, dont hesitate... just buy. Every penny is worth it."
GEGII,4,Esrbud features in an overear headphone.,2/14/2023,"The features are great, easy to use. Only issue is controls are small."
Sweetp601,5,Sony - WH-1000XM5 Wireless Noise Canceling Headpho,10/6/2022,[This review was collected as part of a promotion.] Sony - WH-1000XM5 Wireless Noise Canceling Headphones great head set. I live listening to music and they last long.
Mike headphone,5,Awesome Headphones!,10/28/2022,"[This review was collected as part of a promotion.] These are great headphones. You have to download an app to use them but after that its smooth sailing. The headphones automatically connect to my phone when I put them on. They keep your ears warm too--- if not a bit too warm. When talking on the phone with them, they eliminate pretty much all background noise and provides a nice experience on phone calls for both callers. The noise cancelling is awesome. It's pretty active and reduces all background noises to almost nothing. You can put your hands up on the headphone and it allows sound to travel through when you need to hear momentarily. One issue I do have is working with the app and figuring out how to use the quick features on the headphones (answering calls, next song, etc). They come with a great case too that is durable for traveling with. Overall these things rock!"
Terem13,5,Great headphones,10/3/2022,"[This review was collected as part of a promotion.] We did a lot of research on noise cancelling headphones and these had the best reviews, i have tried others but they were not good. These are amazing it really blocks out all the background noise. For those days that i just need to focus on work with no distractions. I highly recommend these"
Chrisarpin8912,5,"This headset makes me say, What surroundings?",10/3/2022,"[This review was collected as part of a promotion.] The Sony WH-1000XM5 Wireless Noise Cancelling Headphones make outside noise and distractions a thing of the past. This headset allowed me to zone in, and focus on important tasks. And when I wanted a minute to myself, I could feel the relaxation it gave me. The Sony headset has great battery life. I felt like I could use it for 30 hours or more like it says. It had great Bluetooth connect ability and good range. The headset audio was so crisp even at lower settings. I love the case it came with as well. I loved the fact I could listen to music and then answer calls with ease. This headset makes me feel like a professional without breaking the bank. I highly recommend them"
Bjj89,5,Amazing headphones,10/10/2022,"[This review was collected as part of a promotion.] These headphones are great. Stylish and yet very functional. They don't come with a charger but I have plenty of usb-c cords. The headphones perform very well, they have multiple modes for what you need. I mainly use the noise canceling when listening to podcasts and it feels like people are sitting right next to you."
technofile,4,Silences the noise and decent sound quality,10/10/2022,[This review was collected as part of a promotion.] I am really pleased with these headphones. I work in a noisy environment and they really help block out the buzz of activity and instead fill my ears with some high quality soothing tones to keep me sane. Recommended to all who want less noise from their surroundings but don't want to comprimise their audio quality.
Bevvy,5,Wow!,10/4/2022,"[This review was collected as part of a promotion.] These headphones are amazing!! The sound quality is top of the line, they're very comfortable, they completely block out noise allowing you to focus on only the sound coming from the headphones, the bass is amazing, and all sounds ate crystal clear! These are wonderful quality, wonderful fit, and just all around amazing!"
msmolly95,5,Love them,10/5/2022,[This review was collected as part of a promotion.] Came nicely packed with charger cord and instructions in a zipper case. Had no problem connecting to my phone. And the sound is great. No outside noise interference.
Rachel,1,"",12/17/2023,"Absolute scam , came used and would not let me return to Walmart . Do not shop"
Dani OJ,4,Great,8/12/2022,I don't know where to start but to general description of this headphone is that it's great and superb. I first had the XM4 but this is way better in all things except and I repeat except the volume level is not that high to my expectations and as compared to the Apple headphones. The volume level is why I gave it a 4 star.
Blueberry333,4,Sounds amazing but battery life is not good,6/27/2022,"It seems like they die quickly, I charge them fully and they only last like 3 days. When I only listen to them a couple of hours a day. I don't think they last 80 hours at all."
Alex,5,"",3/9/2024,It doesn't come in original box but everything was in the package. I recommend an extended warranty. The headphones are amazing. Good service from the seller. It's been less than a week since I purchased. i Hope they work out.
Juan,5,Good restored headphone,2/29/2024,"I bought this restored xm5 headphone and have been using it for almost a week now. It connects well and works as expected. Very nice condition, no scratches and stains so that's good. I think it might just be a production some customer returns because he/she didn't like it. In general it is a deal. $100 cheaper from the new one, which will become used right after open box. Would recommend."
Aly,4,Pros V Cons,1/31/2024,I recently ruptured my eardrum and I was told I can't wear in ear headphone anymore. So far I really like these headphone! I live in a city and work in an office. After a few days they automatically adjust to ambient sound when walking( so I can hear things around me ) and then noise canceling at my office. They are on the larger side and don't compact for storage which I don't love but is common for the overhead style. They have a long battery life and great sound. You do need to download an app for more settings.
Anon,4,Great sound with one flaw,1/16/2024,These headphones have great sound and superb bass response. They also have excellent noise cancelling. The one major flaw is with the earpads. If I am wearing my glasses (which I do the majority of my waking hours) while listening to these headphones I get this rubbing/squeaking nose if I walking around or moving around or eating. This also happens when I use the headphones on Zoom calls whenever I talk. It's bearable for the most part but it definitely gets annoying after a while.
Chonk,5,Love the serenity.,8/3/2023,"I really love these headphones. Using them with the Tidal app, I can listen to anything I want to hear. I range through classical, jazz, folk, and rock, and it all sounds really great. And the best part is the serene world they create, wiping out the sound of landscapers, traffic, etc. I use them every day, often for hours, while I take care of whatever else I have to do. Just great."
travel guy,5,Great sound and noise cancelling,8/2/2023,"Great sound quality and features. Easy to use noise cancelling when not listening to music. Very comfortable. My only small complaint is that it is not easy for me to know when I have turned off the unit. No voice prompt to tell me that, which would be helpful. And it does not seem to go off automatically if I do not turn it off when I put it in its case. It does not fold up like other Sony units, but I am ok with that. It fits nicely in the case and not necessary to fold it, which can be a hassle. I recommend this great unit."
Bravo609,2,The 2 versions before were better,11/11/2023,"Ok. I love this brand and usually these headphones, that's why I spend so much on them. This new version, I felt like they were so good for so long that they tried to give you everything but the kitchen sink in this pair. The noise canceling is horrendous because I can walk by someone talking and they'll automatically stop. God help you if you attempt to cut grass or vacuum with them on. Even the adjustment in the app didn't help"
CA Sunshine,4,Great headphones but not perfect yet,8/22/2023,"I had these headphone for about 1 month now. Travelled by plane, did some yard work, listen to movies and used the to do chores around the house. The sound quality is pretty good and with the app, you can customize the sound level. The automatic digital equalizer does a good job to find the proper equilibrium for your ear. I wish, however, that there could be different sound settings for different application (like a receiver) so that for certain movies you could accentuate the voice to be clearer while other event, you could want more bass, etc.. Maybe with what the headphones are paired with, you could make the different automatic settings or have functions, on your headphones to change settings. The battery life seems to last a good amount of time. When you put on the headphone, a voice telling you how much % battery life could be a nice touch (or at least be optional on the app). The noise cancellation is really good in most settings. However, i did not notice that, when using my lawn more, it didn't do a good job in the noise cancellation. I was surprised by this since it is a steady sound that I would have believe the opposite sine wave could have been generated to cancel this noise, but that wasn't the case. The weed wacker had a better outcome by cancelling the sound most of the time. if I moved my head a bit, the headphone had to adjust, but it did the job. However, the lawn more, I didn't have any luck with it. The airplane was great pure quietness. One more thing. I believe that there should be more padding on the top of the headphone. During the first few times, I could feel the presence of the headphone. After a while you get used to it and it doesn't bother you anymore. But, at first, it did bother me. I believe that if it had more cushioning or a "" GEL"" type of cushion, it might be better."
Gigsound,4,Just need a little more thump,12/17/2023,"I got the headphones a month ago and was amazed by the noise reduction. I can run my lawnmower and it cuts out 90 percent of the noise, amazing. I tried some other much higher priced headphones and they didn't sound as good as the Sony headphones."
Jessica,5,Quick delivery and sturdy packaging.,1/20/2024,I use them for studying session of 8-12 hrs sometimes. The noise cancelling is such a great feature and why I purchased. I have 3 dogs and 3 kids so it was much needed. The double Bluetooth and call features are great as well.
Nestor,5,BEST HEADPHONE I EVER HAD,10/19/2023,"It has been 2 weeks i been using this m5, and the sound is awesome, and noise cancelation is almost the same as m4, but this one is more comfortable and soft. The shipping was so fast, the next day, i got them."
Klaydn,5,Love it!,8/30/2023,"First expensive pair of headphones and worth every cent, The noise cancelling is amazing, and all the extra features I didn't even know were a huge plus like double Bluetooth."
Musshu1981,5,Excellent Sony Headphones,8/14/2023,"I have them for a little while and I'm in love , the sound is amazing deep base and cristal clear trebles . They are not heavy so you can used them for hours without notice you are wearing them."
MrChips2,5,Sony 1000MX5 headphones,11/28/2023,"Had these cans for about a week now. Just really still learning how to use them. The sound quality is very good and ANC is pretty good. Really like them as they are more comfortable than buds, but sound is better on the buds."
Christien,3,Best in class but it's a low bar.,8/9/2023,Overall best in class. Best bass in class but the bass isn't phenomenal. It's not all that clear in bright in the high ends neither. Noice canceling and mic are great.
Kajayla,3,Pros and cons,6/24/2023,"Audio quality is pretty amazing. Headphones are comfortable, lightweight, and big head friendly. I was disappointed about the noise cancellation though. But I'm happy that it cancels it background noise when you're on a call and they can hear you very clear. It also automatically stops music or a video you're watching when you take the headphones off which I found pretty cool."
Purlov04,2,They are not better then the 4,6/29/2023,I wish I would have not got them I miss my 4. Noise cancellation goes out in and out all the time. They random disconnect all the time. You can't turn the touch off it clicks all night in my ear cuz I'm touching it that is so stupid why can't IT be fixed.
Pixeldeerest,1,Causes Headaches,6/28/2023,"I purchased these headphones a couple of months ago on my way home from vacation. I was so excited to have a pair of high quality headphones to listen to my favorite music for long periods of time during reading or drawing. However, I can't wear this headphones for more than 30 minutes with it causes intense pain on the top of my head from the VERY narrow headband. I've tried moving it or even adding padding, and it doesn't help."
DN93,1,Warning - Stopped working after 8 months,7/6/2023,"These headphones were great, right until they suddenly stopped working. One day it was fine, and the next day when I turned it on, there was no sound on the right side. Factory resetting and connecting to different devices didn't help, nor did charging the headphones again or using it in wired mode. This is very disappointing for such an expensive product."
Rud34sf,5,Excellent All Around Performance,6/28/2023,"The WH1000XM5B headphones have high quality sound, excellent noise cancelling capability, and long battery life. The ability to switch between wired and Bluetooth use is great for gaming with a PS5 and PSVR2 headset. Overall a very versatile headphone that performs well in a variety of uses."
Erik_Hotch,4,"Good headphones, but has a issues.",6/4/2022,"I used to have the 4th version of this headphones and bought the WH-1000xm5, but almost immediately I noticed a few minor things I don't like. First of all, great set for the headphones, other than what I'll mention, these headphones get me through my day with great noise canceling and sound quality. The fit well and are more comfort than the last version (xm4). Now, with that said, there are 2 problems that affect my work and use of these headphones around other people. 1) When I'm in close proximity of others having a conversation, the noise canceling doesn't work up to 100%. When there is speech around me, the quality of the noise canceling turns to maybe 50-60% effectiveness and doesn't actually cancel noise around me. It think I'm trying to listen to them, but I'm just trying to listen to my podcasts. 2) My headphones randomly turn off. I'll be wearing them for maybe an hour or two Andy headphone just shut down. Not seeing a reason as to why. Not the biggest issue because it has only happened twice (not replicable). Other than those two issues, really solid pair of headphones!"
Nheon1,3,Poorly Made,10/9/2023,I purchased the headphone and it worked decently but it seems to be poorly made and one of the side starting chipping out for no reason and I am not even a heavy user. The only reasonable explanation could highly likely the poor manufacturing process and materials.
JWoodBass,5,Still The Best!,2/3/2024,"XM2, XM3, XM4 and now XM5. Still the Best sounding wireless NC headphones!"
Twana,5,"Best noise cancellation ever, most comfortable",5/18/2023,These are the best headphones I've ever had in my life. They have the best noise canceling affect I've ever experienced and most comfortable wearing experience. They do not pinch my ears
KimAnne,5,Best headphones available!,10/9/2022,[This review was collected as part of a promotion.] So many pros and no cons. These WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones are great. So easy to use and par. The sound quality is top notch and the noise cancelling is amazing. So lightweight and very comfortable too. These headphones are the best ones we've found.
Arlette22,5,Top of the line!,10/21/2022,"[This review was collected as part of a promotion.] The WH-1000XM5 wireless noise canceling headphones are awesome. I'm a satisfied costumer. These block out all the unwanted background noise, especially my fan. The battery life is amazing to. The fit is perfect and comfortable. Great for traveling with hours on top of hours of play and talk time. You can't go wrong with this purchase."
H2ODogz,5,Feature rich and sound as great as they feel!,10/5/2022,"[This review was collected as part of a promotion.] After extensive use I can confidently say that Sony's new WH-1000XM5 headphones are a tremendous leap forward from previous models and the competition.  The headphones themselves feel very sturdy and will not break from minor contact or pressure.  A big improvement from previous models is that these fold flat into their case in a very intuitive and natural manner, whereas older models I experienced required some twisting and I worried each time about exerting too much pressure and causing a break.  The weight seems much improved and even after hours of use I don't experience any pressure points or fatigue on my head or ears.  My absolute favorite part of the WH-1000XM5 is the noise cancellation, which is superior.  The cancellation is adaptive and filters the majority of ambient or ancillary sounds without the need to run optimization.  For example, other brands I have used may filter the din of traffic and sidewalk sounds but when an ambulance zooms by its siren penetrates the level of active noise cancelling in place causing a startling intrusion of loud sound.  The WH-1000XM5 manages such abrupt changes in ambient sound perfectly and optimizes with immediate recalibration to the active filtration.  I have truly not experienced this level smart adjustment on any other brand or model except for Apple's top model.  An additional feature that I absolutely love is that the headphones intelligently perceive when they have been removed and pause playback; and when put back on, playback resumes (perfect if responding to a quick question, waiter, etc.).  All of these features combine together to make the WH-1000XM5 my essential traveling companion.  As for sound quality, the WH-1000XM5 is impressive and consistent.  Bass is deep and strong, but not overbearing and never prone to distort.  Highs are crisp but not intrusive – I feel that they were likely tuned with a perfectly flat response, then a slight bass boost applied.  The result is perfect for my listening experience and I never EQ the sound playback that they receive.  In summary, I highly recommend the WH-1000XM5 and am confident that others will be as impressed with the features as I continue to be. "
joshv,5,Amazing product - much better than XM4,6/20/2022,"I accidentally broke 2 pairs of the XM4's but with the build quality of the XM5, I feel safer taking this on and off without breaking the metal/plastic band holding the headphones together. Sound quality is on another level but noice canceling could be a bit better compared to the Air Pods Max."
